instance,pivoting_rule,neighborhood,initial_solution,cost,delta_percent,time_seconds,instance_clean,best_known
N-t75e11xx_150,best,insert,cw,33565259,19.256427,0.056596,N-t75e11xx_150,41570193
N-t65b11xx_250,first,transpose,random,11012780,36.246483,2.2e-05,N-t65b11xx_250,17273996
N-t65b11xx_250,first,transpose,cw,14496063,16.081589,0.004247,N-t65b11xx_250,17273996
N-t65b11xx_250,first,exchange,random,11012780,36.246483,1.5e-05,N-t65b11xx_250,17273996
N-t65b11xx_250,first,exchange,cw,14495969,16.082133,0.004222,N-t65b11xx_250,17273996
N-t65b11xx_250,first,insert,random,11012780,36.246483,1.6e-05,N-t65b11xx_250,17273996
N-t65b11xx_250,first,insert,cw,14496122,16.081247,0.00717,N-t65b11xx_250,17273996
N-t65b11xx_250,best,transpose,random,11032706,36.13113,0.003863,N-t65b11xx_250,17273996
N-t65b11xx_250,best,transpose,cw,14496971,16.076332,0.007388,N-t65b11xx_250,17273996
N-t65b11xx_250,best,exchange,random,11270578,34.754078,0.201313,N-t65b11xx_250,17273996
N-t65b11xx_250,best,exchange,cw,14618628,15.372054,0.227995,N-t65b11xx_250,17273996
N-t65b11xx_250,best,insert,random,11184918,35.249968,0.431776,N-t65b11xx_250,17273996
N-t65b11xx_250,best,insert,cw,14597249,15.495818,0.473769,N-t65b11xx_250,17273996
N-tiw56n72_250,first,transpose,random,7647880,31.407339,5.4e-05,N-tiw56n72_250,11149706
N-tiw56n72_250,first,transpose,cw,9409074,15.611461,0.004168,N-tiw56n72_250,11149706
N-tiw56n72_250,first,exchange,random,7577087,32.042271,2.3e-05,N-tiw56n72_250,11149706
N-tiw56n72_250,first,exchange,cw,9409085,15.611362,0.004647,N-tiw56n72_250,11149706
N-tiw56n72_250,first,insert,random,7577143,32.041769,2.9e-05,N-tiw56n72_250,11149706
N-tiw56n72_250,first,insert,cw,9409979,15.603344,0.009961,N-tiw56n72_250,11149706
N-tiw56n72_250,best,transpose,random,7647880,31.407339,0.00186,N-tiw56n72_250,11149706
N-tiw56n72_250,best,transpose,cw,9414856,15.559603,0.006561,N-tiw56n72_250,11149706
N-tiw56n72_250,best,exchange,random,7763393,30.371321,0.195983,N-tiw56n72_250,11149706
N-tiw56n72_250,best,exchange,cw,9485897,14.922447,0.210853,N-tiw56n72_250,11149706
N-tiw56n72_250,best,insert,random,7692142,31.01036,0.416247,N-tiw56n72_250,11149706
N-tiw56n72_250,best,insert,cw,9490232,14.883567,0.459773,N-tiw56n72_250,11149706
N-t70f11xx_250,first,transpose,random,9417651,30.681897,2.4e-05,N-t70f11xx_250,13586135
N-t70f11xx_250,first,transpose,cw,11379690,16.240417,0.004802,N-t70f11xx_250,13586135
N-t70f11xx_250,first,exchange,random,9417651,30.681897,2.1e-05,N-t70f11xx_250,13586135
N-t70f11xx_250,first,exchange,cw,11380036,16.23787,0.00839,N-t70f11xx_250,13586135
N-t70f11xx_250,first,insert,random,9417651,30.681897,2.6e-05,N-t70f11xx_250,13586135
N-t70f11xx_250,first,insert,cw,11379604,16.24105,0.009248,N-t70f11xx_250,13586135
N-t70f11xx_250,best,transpose,random,9440698,30.512261,0.001788,N-t70f11xx_250,13586135
N-t70f11xx_250,best,transpose,cw,11381452,16.227448,0.006651,N-t70f11xx_250,13586135
N-t70f11xx_250,best,exchange,random,9594538,29.37993,0.212165,N-t70f11xx_250,13586135
N-t70f11xx_250,best,exchange,cw,11451188,15.71416,0.214915,N-t70f11xx_250,13586135
N-t70f11xx_250,best,insert,random,9524520,29.895294,0.409384,N-t70f11xx_250,13586135
N-t70f11xx_250,best,insert,cw,11432232,15.853685,0.440735,N-t70f11xx_250,13586135
N-t59b11xx_250,first,transpose,random,5632330,33.043387,2.5e-05,N-t59b11xx_250,8411910
N-t59b11xx_250,first,transpose,cw,6950335,17.375067,0.004371,N-t59b11xx_250,8411910
N-t59b11xx_250,first,exchange,random,5634325,33.019671,0.000159,N-t59b11xx_250,8411910
N-t59b11xx_250,first,exchange,cw,6950615,17.371738,0.006342,N-t59b11xx_250,8411910
N-t59b11xx_250,first,insert,random,5632330,33.043387,6.1e-05,N-t59b11xx_250,8411910
N-t59b11xx_250,first,insert,cw,6950415,17.374116,0.01058,N-t59b11xx_250,8411910
N-t59b11xx_250,best,transpose,random,5647510,32.862929,0.001805,N-t59b11xx_250,8411910
N-t59b11xx_250,best,transpose,cw,6950655,17.371263,0.00666,N-t59b11xx_250,8411910
N-t59b11xx_250,best,exchange,random,5730045,31.881761,0.211259,N-t59b11xx_250,8411910
N-t59b11xx_250,best,exchange,cw,6989510,16.909358,0.241586,N-t59b11xx_250,8411910
N-t59b11xx_250,best,insert,random,5693105,32.3209,0.433661,N-t59b11xx_250,8411910
N-t59b11xx_250,best,insert,cw,6976120,17.068537,0.448276,N-t59b11xx_250,8411910
N-be75tot_250,first,transpose,random,21031817,32.064722,1.7e-05,N-be75tot_250,30958609
N-be75tot_250,first,transpose,cw,25681049,17.047148,0.00417,N-be75tot_250,30958609
N-be75tot_250,first,exchange,random,21031817,32.064722,1.6e-05,N-be75tot_250,30958609
N-be75tot_250,first,exchange,cw,25681470,17.045788,0.004218,N-be75tot_250,30958609
N-be75tot_250,first,insert,random,21031817,32.064722,1.6e-05,N-be75tot_250,30958609
N-be75tot_250,first,insert,cw,25681049,17.047148,0.009581,N-be75tot_250,30958609
N-be75tot_250,best,transpose,random,21125758,31.761282,0.003519,N-be75tot_250,30958609
N-be75tot_250,best,transpose,cw,25682978,17.040917,0.006758,N-be75tot_250,30958609
N-be75tot_250,best,exchange,random,21413653,30.831346,0.201285,N-be75tot_250,30958609
N-be75tot_250,best,exchange,cw,25876198,16.416794,0.251603,N-be75tot_250,30958609
N-be75tot_250,best,insert,random,21263793,31.315412,0.431095,N-be75tot_250,30958609
N-be75tot_250,best,insert,cw,25824175,16.584834,0.45385,N-be75tot_250,30958609
